id,Problem_tag_1,Problem_tag_2,Problem_tag_3,Problem_tag_4,Solved,Problem Rating
1200E,brute force,hashing,implementation,string suffix structures,x8320,2000
1200D,brute force,data structures,dp,implementation,x4280,1900
1200C,math,number theory,,,x10117,1400
1200B,dp,greedy,,,x14247,1200
1200A,brute force,data structures,implementation,,x20845,800
1199B,geometry,math,,,x21418,1000
1199A,implementation,,,,x15602,1000
1198F,greedy,number theory,probabilities,,x1006,2900
1198E,flows,graph matchings,graphs,,x1223,2500
1198D,dp,,,,x3463,2300
1198C,constructive algorithms,graphs,greedy,sortings,x3772,2000
1198B,binary search,brute force,data structures,sortings,x9722,1600
1198A,sortings,two pointers,,,x9693,1600
1197F,dp,games,matrices,,x300,2700
1197E,binary search,combinatorics,data structures,dp,x1733,2300
1197D,dp,greedy,math,,x5594,1900
1197C,greedy,sortings,,,x14470,1400
1197B,greedy,implementation,,,x14155,1000
1197A,greedy,math,sortings,,x13749,900
1196F,brute force,constructive algorithms,shortest paths,sortings,x2861,2200
1196E,constructive algorithms,implementation,,,x3826,1800
1196D2,data structures,dp,implementation,two pointers,x10141,1600
1196D1,implementation,,,,x10889,1500
1196C,implementation,,,,x9599,1500
1196B,constructive algorithms,math,,,x17122,1200
1196A,brute force,constructive algorithms,math,,x28516,800
1195F,data structures,geometry,math,sortings,x953,2500
1195E,data structures,two pointers,,,x3286,2100
1195D2,combinatorics,math,number theory,,x4768,1800
1195D1,combinatorics,math,number theory,,x8020,1500
1195C,dp,,,,x29588,1400
1195B,binary search,brute force,math,,x20856,1000
1195A,greedy,math,,,x13638,1000
1194G,dp,,,,x293,2700
1194F,combinatorics,dp,number theory,probabilities,x1046,2400
1194E,bitmasks,brute force,data structures,geometry,x1965,2200
1194D,games,math,,,x6803,1700
1194C,implementation,strings,,,x13866,1300
1194B,implementation,,,,x10474,1300
1194A,math,,,,x16869,800
1193C,*special problem,constructive algorithms,geometry,,x46,
1193B,*special problem,data structures,dp,trees,x464,
1193A,*special problem,dp,math,,x334,
1192C,*special problem,brute force,dp,meet-in-the-middle,x340,
1192B,*special problem,data structures,dfs and similar,divide and conquer,x1377,
1192A,*special problem,,,,x73,
1191B,brute force,implementation,,,x9707,1200
1191A,brute force,,,,x18564,800
1190F,number theory,probabilities,,,x102,3400
1190E,binary search,greedy,,,x238,3100
1190D,data structures,divide and conquer,sortings,two pointers,x2402,2000
1190C,brute force,games,greedy,,x2099,2300
1190B,games,,,,x6609,1800
1190A,implementation,two pointers,,,x9548,1400
1189C,data structures,dp,implementation,math,x10833,1400
1189B,greedy,math,sortings,,x14752,1100
1189A,strings,,,,x15623,800
1188E,combinatorics,,,,x273,3300
1188D,dp,,,,x844,3100
1188C,dp,,,,x1941,2500
1188B,math,matrices,number theory,two pointers,x4827,2300
1188A2,constructive algorithms,dfs and similar,implementation,trees,x1271,2500
1188A1,trees,,,,x8669,1600
1187G,flows,graphs,,,x631,2500
1187F,dp,math,probabilities,,x959,2500
1187E,dfs and similar,dp,trees,,x9363,2100
1187D,data structures,sortings,,,x2811,2400
1187C,constructive algorithms,greedy,implementation,,x6521,1800
1187B,binary search,implementation,strings,,x12596,1300
1187A,math,,,,x15167,900
1186F,dfs and similar,graphs,greedy,implementation,x825,2400
1186E,divide and conquer,implementation,math,,x650,2500
1186D,constructive algorithms,greedy,math,,x9144,1500
1186C,implementation,math,,,x6275,1800
1186A,implementation,,,,x39948,800
1185G2,combinatorics,dp,,,x817,2600
1185G1,bitmasks,combinatorics,dp,,x3000,2100
1185F,bitmasks,brute force,,,x2101,2100
1185E,brute force,implementation,,,x2725,2000
1185D,implementation,math,,,x6910,1700
1185C2,brute force,data structures,greedy,math,x7619,1700
1185C1,greedy,sortings,,,x11576,1200
1185B,implementation,strings,,,x13842,1200
1185A,math,,,,x15142,800
1.18E+06,data structures,dsu,graphs,trees,x609,2400
1.18E+05,dfs and similar,graphs,shortest paths,trees,x993,2100
1.18E+04,graphs,trees,,,x1714,1900
1184D2,math,matrices,,,,3100
1184D1,implementation,,,,x2608,1600
1184C3,,,,,x44,3200
1184C2,data structures,,,,x643,2200
1184C1,implementation,,,,x2481,1600
1184B3,flows,shortest paths,,,x220,2700
1184B2,flows,graph matchings,graphs,shortest paths,x619,2200
1184B1,binary search,sortings,,,x5896,1400
1184A3,fft,math,number theory,,x151,3100
1184A2,brute force,number theory,,,x1025,2100
1184A1,brute force,math,number theory,,x6186,1200
1183H,dp,strings,,,x3365,1900
1183G,greedy,implementation,sortings,,x2499,2000
1183F,brute force,math,sortings,,x2135,2100
1183E,dp,graphs,implementation,shortest paths,x5139,2000
1183D,greedy,sortings,,,x16784,1400
1183C,binary search,math,,,x14549,1400
1183B,math,,,,x19103,900
1183A,implementation,,,,x25855,800
1182F,binary search,data structures,number theory,,x372,2700
1182E,dp,math,matrices,number theory,x3035,2300
1182D,constructive algorithms,dfs and similar,dp,hashing,x937,2400
1182C,data structures,greedy,strings,,x4483,1700
1182B,dfs and similar,implementation,strings,,x11525,1300
1182A,dp,math,,,x33362,1000
1.18E+05,brute force,greedy,sortings,,x320,3000
1.18E+04,brute force,divide and conquer,sortings,,x532,2500
1181D,binary search,data structures,implementation,sortings,x2571,2200
1181C,brute force,combinatorics,dp,implementation,x3235,1900
1181B,greedy,implementation,strings,,x6438,1500
1181A,greedy,math,,,x14227,1000
1180B,greedy,implementation,,,x9794,1500
1180A,dp,implementation,math,,x26401,800
1179E,divide and conquer,interactive,,,x187,3200
1179D,data structures,dp,trees,,x968,2700
1179C,binary search,data structures,graph matchings,greedy,x2201,2200
1179B,constructive algorithms,,,,x4461,1800
1179A,data structures,implementation,,,x11179,1500
1178H,binary search,flows,graphs,,x270,3500
1178G,data structures,dfs and similar,,,x542,3000
1178F2,dp,,,,x978,2600
1178F1,combinatorics,dfs and similar,dp,,x2196,2200
1178E,brute force,constructive algorithms,greedy,strings,x4410,1900
1178D,constructive algorithms,greedy,math,number theory,x7654,1500
1178C,combinatorics,greedy,math,,x12499,1300
1178B,dp,strings,,,x17659,1300
1178A,greedy,,,,x10774,800
1177B,binary search,divide and conquer,implementation,,x2703,1800
1177A,implementation,,,,x6096,1000
1176F,dp,implementation,sortings,,x2150,2100
1176E,dfs and similar,dsu,graphs,shortest paths,x12210,1700
1176D,dfs and similar,graphs,greedy,number theory,x5472,1800
1176C,dp,greedy,implementation,,x14638,1300
1176B,math,,,,x17684,1100
1176A,brute force,greedy,implementation,,x23953,800
1175G,data structures,divide and conquer,dp,geometry,x568,3000
1175F,brute force,data structures,divide and conquer,hashing,x2178,2500
1175E,data structures,dfs and similar,divide and conquer,dp,x3956,2200
1175D,greedy,sortings,,,x6683,1900
1175C,binary search,brute force,greedy,,x6996,1600
1175B,data structures,expression parsing,implementation,,x11411,1600
1175A,implementation,math,,,x18937,900
1174F,constructive algorithms,divide and conquer,graphs,implementation,x1831,2400
1174E,combinatorics,dp,math,number theory,x1649,2500
1174D,bitmasks,constructive algorithms,,,x4841,1900
1174C,constructive algorithms,number theory,,,x12379,1300
1174B,sortings,,,,x16202,1200
1174A,constructive algorithms,greedy,sortings,,x18250,1000
1173B,constructive algorithms,greedy,,,x9269,1100
1173A,greedy,,,,x16675,800
1172F,data structures,,,,x560,3300
1172E,data structures,,,,x337,3300
1172D,constructive algorithms,,,,x525,2900
1172C2,dp,probabilities,,,x904,2600
1172C1,dp,probabilities,,,x1141,2300
1172B,combinatorics,dfs and similar,dp,trees,x4224,1900
1172A,greedy,implementation,,,x5062,1800
1170I,*special problem,dp,,,x43,
1170H,*special problem,constructive algorithms,,,x51,
1170G,*special problem,graphs,,,x77,
1170F,*special problem,binary search,greedy,,x126,
1170E,*special problem,binary search,,,x265,
1170D,*special problem,data structures,implementation,,x482,
1170C,*special problem,implementation,strings,,x810,
1170B,*special problem,implementation,,,x1110,
1170A,*special problem,math,,,x1513,
1169B,graphs,implementation,,,x10156,1500
1169A,implementation,math,,,x12409,900
1168E,constructive algorithms,math,,,x409,3100
1168D,dp,implementation,trees,,x401,3000
1168C,bitmasks,dp,,,x2565,2200
1168B,brute force,two pointers,,,x3673,1900
1168A,binary search,greedy,,,x7187,1700
1167G,brute force,geometry,,,x159,3100
1167F,combinatorics,data structures,math,sortings,x1718,2300
1167E,binary search,combinatorics,data structures,two pointers,x2771,2100
1167D,constructive algorithms,greedy,,,x7193,1500
1167C,dfs and similar,dsu,graphs,,x21356,1400
1167B,brute force,divide and conquer,interactive,math,x13611,1400
1167A,brute force,greedy,strings,,x19822,800
1166F,data structures,dsu,graphs,hashing,,2400
1166E,bitmasks,brute force,constructive algorithms,math,x2888,2100
1166D,binary search,brute force,greedy,math,x2221,2200
1166C,binary search,sortings,two pointers,,x10401,1500
1166B,constructive algorithms,math,number theory,,x11682,1100
1166A,combinatorics,greedy,,,x14624,900
1165F2,binary search,greedy,implementation,,x2304,2000
1165F1,binary search,greedy,,,x2026,2000
1165E,greedy,math,sortings,,x8990,1600
1165D,math,number theory,,,x17668,1600
1165C,greedy,,,,x13686,1300
1165B,data structures,greedy,sortings,,x22516,1000
1165A,implementation,math,,,x14310,1100
1163F,data structures,graphs,shortest paths,,x1086,3000
1163E,bitmasks,brute force,constructive algorithms,data structures,x760,2400
1163D,dp,strings,,,x1391,2100
1163C2,data structures,geometry,implementation,math,x3819,1900
1163C1,brute force,geometry,,,x3443,1900
1163B2,data structures,implementation,,,x7424,1600
1163B1,data structures,implementation,,,x7146,1500
1163A,greedy,math,,,x13469,900
1162B,brute force,greedy,,,x5914,1400
1162A,implementation,,,,x8439,800
1160A2,*special problem,,,,,
1159B,implementation,math,,,x7314,1300
1159A,implementation,math,,,x12998,800
1158F,dp,math,,,x455,3500
1158E,binary search,interactive,math,trees,x165,3400
1158D,constructive algorithms,geometry,greedy,math,x873,2600
1158C,constructive algorithms,data structures,dfs and similar,graphs,x2012,2100
1158B,constructive algorithms,math,strings,,x2302,2200
1158A,binary search,constructive algorithms,greedy,implementation,x7635,1500
1157G,brute force,constructive algorithms,,,x964,2200
1157F,constructive algorithms,dp,greedy,two pointers,x2775,2000
1157E,binary search,data structures,greedy,,x8739,1700
1157D,constructive algorithms,greedy,math,,x3873,1900
1157C2,greedy,,,,x8447,1700
1157C1,greedy,,,,x13078,1300
1157B,greedy,,,,x15177,1300
1157A,implementation,,,,x16148,1100
1156G,graphs,greedy,hashing,implementation,x144,2700
1156F,dp,math,probabilities,,x1554,2300
1156E,data structures,divide and conquer,dsu,two pointers,x3406,2200
1156D,dfs and similar,divide and conquer,dp,dsu,x4202,2200
1156C,binary search,greedy,sortings,ternary search,x6323,2000
1156B,dfs and similar,greedy,implementation,sortings,x6334,1800
1156A,geometry,,,,x8412,1400
1155F,brute force,dp,graphs,,x492,2800
1155E,brute force,interactive,math,,x1479,2200
1155D,brute force,data structures,divide and conquer,dp,x7266,1900
1155C,math,number theory,,,x9453,1300
1155B,games,greedy,implementation,,x12224,1200
1155A,implementation,sortings,strings,,x18934,1000
1154G,brute force,greedy,math,number theory,x2988,2200
1154F,dp,greedy,sortings,,x3031,2100
1154E,data structures,implementation,sortings,,x6604,1800
1154D,greedy,,,,x10253,1500
1154C,implementation,math,,,x10824,1400
1154B,math,,,,x17096,1200
1154A,math,,,,x78189,800
1153F,combinatorics,dp,math,probabilities,x871,2600
1153E,binary search,brute force,interactive,,x1544,2200
1153D,binary search,dfs and similar,dp,greedy,x5201,1900
1153C,greedy,strings,,,x7566,1700
1153B,constructive algorithms,greedy,,,x9234,1200
1153A,brute force,math,,,x11740,1000
1152F2,bitmasks,dp,matrices,,x721,3000
1152F1,bitmasks,dp,matrices,,x611,2800
1152E,constructive algorithms,dfs and similar,graphs,,x1041,2400
1152D,dp,greedy,trees,,x2473,2100
1152C,brute force,math,number theory,,x6845,1800
1152B,bitmasks,constructive algorithms,dfs and similar,math,x9150,1300
1152A,greedy,implementation,math,,x15822,800
1151F,combinatorics,dp,matrices,probabilities,x1293,2300
1151E,combinatorics,data structures,dp,math,x3485,2100
1151D,greedy,math,sortings,,x8669,1600
1151C,constructive algorithms,math,,,x5466,1800
1151B,bitmasks,brute force,constructive algorithms,dp,x12008,1600
1151A,brute force,strings,,,x11475,1000
1150B,greedy,implementation,,,x11580,900
1150A,greedy,implementation,,,x12149,800
1149E,games,graphs,,,x580,3200
1149D,brute force,dp,graphs,greedy,x826,3000
1149C,data structures,implementation,trees,,x1376,2700
1149B,dp,implementation,strings,,x1946,2200
1149A,constructive algorithms,greedy,math,number theory,x16475,1200
1148H,data structures,,,,x292,3500
1148G,constructive algorithms,graphs,math,number theory,x353,3300
1148F,bitmasks,constructive algorithms,,,x1086,2700
1148E,constructive algorithms,greedy,math,sortings,x1709,2300
1148D,greedy,sortings,,,x5114,1800
1148C,constructive algorithms,sortings,,,x5411,1700
1148B,binary search,brute force,two pointers,,x7674,1600
1148A,greedy,,,,x15181,800
1147F,games,interactive,,,x297,3500
1147E,interactive,,,,x363,3000
1147D,dfs and similar,graphs,,,x785,2400
1147C,games,,,,x3459,2000
1147B,brute force,strings,,,x2983,1900
1147A,graphs,,,,x5402,1500
1146H,dp,geometry,,,,2900
1146G,dp,flows,graphs,,x937,2700
1146F,dp,trees,,,x1245,2500
1146E,bitmasks,data structures,divide and conquer,implementation,x967,2400
1146D,dfs and similar,math,number theory,,x1139,2100
1146C,bitmasks,graphs,interactive,,x3868,1700
1146B,implementation,strings,,,x8963,1100
1146A,implementation,strings,,,x22695,800
1145G,*special problem,interactive,,,x180,
1145F,*special problem,,,,x527,
1145E,,,,,x435,
1145D,*special problem,implementation,,,x1177,
1145C,bitmasks,brute force,,,x817,
1145B,*special problem,brute force,,,x1483,
1145A,implementation,,,,x8869,
1144G,dp,greedy,,,x2137,2400
1144F,dfs and similar,graphs,,,x12610,1700
1144E,bitmasks,math,number theory,strings,x4287,1900
1144D,constructive algorithms,greedy,,,x10571,1400
1144C,constructive algorithms,sortings,,,x15898,1000
1144B,greedy,implementation,sortings,,x17839,900
1144A,implementation,strings,,,x20389,800
1143C,dfs and similar,trees,,,x14508,1400
1143B,brute force,math,number theory,,x10990,1200
1143A,implementation,,,,x13458,800
1142E,graphs,interactive,,,x581,3200
1142D,dp,,,,x560,2800
1142C,geometry,,,,x1451,2400
1142B,data structures,dfs and similar,dp,math,x3330,2000
1142A,brute force,math,,,x3509,1700
1141G,binary search,constructive algorithms,dfs and similar,graphs,x2418,1900
1141F2,data structures,greedy,,,x4408,1900
1141F1,greedy,,,,x4034,1900
1141E,math,,,,x6960,1700
1141D,greedy,implementation,,,x8789,1500
1141C,math,,,,x11919,1500
1141B,implementation,,,,x22167,900
1141A,implementation,math,,,x34854,1000
1140G,data structures,divide and conquer,shortest paths,trees,x549,2700
1140F,data structures,divide and conquer,dsu,,x1339,2600
1140E,combinatorics,divide and conquer,dp,,x2030,2200
1140D,dp,greedy,math,,x12862,1200
1140C,brute force,data structures,sortings,,x9924,1600
1140B,implementation,strings,,,x11516,1200
1140A,implementation,,,,x12506,1000
1139F,data structures,divide and conquer,,,x467,2500
1139E,flows,graph matchings,graphs,,x2042,2400
1139D,dp,math,number theory,probabilities,x2521,2300
1139C,dfs and similar,dsu,graphs,math,x14132,1500
1139B,greedy,implementation,,,x17679,1000
1139A,implementation,strings,,,x17179,800
1138B,brute force,greedy,math,strings,x4102,1800
1138A,binary search,greedy,implementation,,x20006,900
1137F,data structures,trees,,,x492,3400
1137E,data structures,greedy,,,x561,2700
1137D,constructive algorithms,interactive,number theory,,x1866,2400
1137C,dp,graphs,implementation,,x1249,2500
1137B,greedy,hashing,strings,,x6552,1600
1137A,implementation,sortings,,,x4587,1600
1136E,binary search,data structures,,,x1113,2200
1136D,greedy,,,,x3909,1800
1136C,constructive algorithms,sortings,,,x7882,1500
1136B,constructive algorithms,math,,,x11899,1000
